sale_id,date,month,month_name,day_of_week,is_weekend,is_festival_month,festival_name,temperature_celsius,locality,store_type,brand,chocolate_type,unit_price_inr,discount_percent,price_after_discount,quantity_sold,total_revenue_inr,customer_segment,purchase_occasion,payment_mode,customer_satisfaction
SAL00151,2024-04-14,4,April,Sunday,1,1,Ugadi,36.4,Santhepet,Bakery,Milkybar,White,40,0,40.0,9,360.0,Homemaker,Birthday,UPI,4
SAL00152,2024-05-16,5,May,Thursday,0,0,None,39.8,Santhepet,Kirana Store,Dairy Milk,Milk,40,20,32.0,2,64.0,Business Owner,Self Reward,UPI,5
SAL00153,2024-10-22,10,October,Tuesday,0,1,Dasara,29.9,Kudligi Road,Supermarket,Temptation,Milk,120,5,114.0,5,570.0,Business Owner,Festival,Cash,4
SAL00154,2024-05-03,5,May,Friday,0,0,None,38.9,Navalagund Circle,Kirana Store,Dairy Milk,Milk,40,10,36.0,3,108.0,Business Owner,Self Reward,Cash,5
SAL00155,2024-08-08,8,August,Thursday,0,1,Friendship Day,28.5,Hospet Road,Petrol Bunk Shop,Milkybar,White,20,0,20.0,6,120.0,Homemaker,Regular Purchase,Cash,3
SAL00156,2024-07-16,7,July,Tuesday,0,0,None,31.0,Jaganatha Pura,Bakery,Amul Dark,Dark,55,20,44.0,5,220.0,Working Professional,Regular Purchase,Card,4
SAL00157,2024-07-06,7,July,Saturday,1,0,None,32.0,Kudligi Road,Medical + General,Éclairs,Toffee,5,15,4.25,2,8.5,Tourist,Regular Purchase,Card,5
SAL00158,2024-09-22,9,September,Sunday,1,1,Ganesh Chaturthi,29.8,Shivaji Nagar,Medical + General,5 Star,Caramel,20,10,18.0,11,198.0,Tourist,Festival,Card,4
SAL00159,2024-09-17,9,September,Tuesday,0,1,Ganesh Chaturthi,30.1,Vijayanagar Colony,Medical + General,Perk,Wafer,10,5,9.5,11,104.5,Student,Festival,Cash,3
SAL00160,2024-12-18,12,December,Wednesday,0,1,Christmas,25.5,Shivaji Nagar,Sweet Shop,Perk,Wafer,20,10,18.0,8,144.0,Tourist,Self Reward,UPI,3
SAL00161,2024-11-18,11,November,Monday,0,1,Diwali,27.9,Ballari Camp,Supermarket,Munch,Wafer,5,5,4.75,3,14.25,Tourist,Office Treat,Card,4
SAL00162,2024-07-30,7,July,Tuesday,0,0,None,31.8,Ballari Camp,Medical + General,Amul Dark,Dark,99,10,89.1,2,178.2,Student,Office Treat,Card,5
SAL00163,2024-09-01,9,September,Sunday,1,1,Ganesh Chaturthi,30.1,Navalagund Circle,Supermarket,Temptation,Milk,120,0,120.0,11,1320.0,Tourist,Festival,Card,4
SAL00164,2024-04-25,4,April,Thursday,0,1,Ugadi,38.8,Hospet Road,Bakery,Munch,Wafer,20,0,20.0,7,140.0,Business Owner,Festival,Cash,4
SAL00165,2024-10-05,10,October,Saturday,1,1,Dasara,28.5,Ballari Camp,Bakery,5 Star,Caramel,20,15,17.0,8,136.0,Student,Festival,UPI,3
SAL00166,2024-10-02,10,October,Wednesday,0,1,Dasara,28.1,Jaganatha Pura,Petrol Bunk Shop,Perk,Wafer,5,0,5.0,10,50.0,Student,Self Reward,Cash,3
SAL00167,2024-04-29,4,April,Monday,0,1,Ugadi,35.2,Ballari Camp,Bakery,Temptation,Milk,80,15,68.0,10,680.0,Working Professional,Regular Purchase,UPI,4
SAL00168,2024-04-12,4,April,Friday,0,1,Ugadi,38.0,Hospet Road,Bakery,Perk,Wafer,20,0,20.0,5,100.0,Student,Regular Purchase,UPI,5
SAL00169,2024-03-31,3,March,Sunday,1,0,None,34.7,Gandhi Nagar,Sweet Shop,Temptation,Milk,80,0,80.0,2,160.0,Homemaker,Regular Purchase,Card,4
SAL00170,2024-11-24,11,November,Sunday,1,1,Diwali,27.2,Bellary Fort Area,Supermarket,Éclairs,Toffee,5,15,4.25,17,72.25,Homemaker,Gifting,UPI,1
SAL00171,2024-06-21,6,June,Friday,0,0,None,36.2,Shivaji Nagar,Petrol Bunk Shop,Munch,Wafer,5,10,4.5,4,18.0,Tourist,Office Treat,Card,2
SAL00172,2024-12-08,12,December,Sunday,1,1,Christmas,23.4,Santhepet,Sweet Shop,Milkybar,White,10,0,10.0,12,120.0,Student,Festival,Card,4
SAL00173,2024-10-20,10,October,Sunday,1,1,Dasara,27.0,Kuvempu Nagar,Bakery,Munch,Wafer,5,15,4.25,11,46.75,Student,Birthday,Cash,4
SAL00174,2024-05-31,5,May,Friday,0,0,None,39.5,Kudligi Road,Supermarket,5 Star,Caramel,20,5,19.0,4,76.0,Working Professional,Birthday,Cash,5
SAL00175,2024-10-02,10,October,Wednesday,0,1,Dasara,30.2,Kudligi Road,Supermarket,Amul Dark,Dark,55,0,55.0,13,715.0,Tourist,Birthday,Cash,2
SAL00176,2024-10-07,10,October,Monday,0,1,Dasara,30.6,Kudligi Road,Medical + General,Éclairs,Toffee,1,15,0.85,9,7.65,Working Professional,Festival,UPI,4
SAL00177,2024-09-07,9,September,Saturday,1,1,Ganesh Chaturthi,28.4,Jaganatha Pura,Sweet Shop,Dairy Milk,Milk,80,10,72.0,11,792.0,Working Professional,Self Reward,UPI,4
SAL00178,2024-06-06,6,June,Thursday,0,0,None,35.9,Ballari Camp,Bakery,Dairy Milk,Milk,20,0,20.0,3,60.0,Tourist,Regular Purchase,Cash,4
SAL00179,2024-01-31,1,January,Wednesday,0,1,Sankranti,27.7,Cantonment,Sweet Shop,Dairy Milk,Milk,40,5,38.0,20,760.0,Business Owner,Gifting,UPI,5
SAL00180,2024-07-12,7,July,Friday,0,0,None,30.5,Kuvempu Nagar,Petrol Bunk Shop,Éclairs,Toffee,1,10,0.9,4,3.6,Homemaker,Regular Purchase,UPI,4
SAL00181,2024-04-24,4,April,Wednesday,0,1,Ugadi,38.3,Gandhi Nagar,Bakery,Temptation,Milk,120,0,120.0,5,600.0,Tourist,Birthday,UPI,3
SAL00182,2024-02-27,2,February,Tuesday,0,0,None,27.1,Kuvempu Nagar,Sweet Shop,Amul Dark,Dark,55,5,52.25,4,209.0,Working Professional,Gifting,Cash,4
SAL00183,2024-01-25,1,January,Thursday,0,1,Sankranti,25.0,Gandhi Nagar,Sweet Shop,Temptation,Milk,80,20,64.0,11,704.0,Tourist,Gifting,Cash,3
SAL00184,2024-11-02,11,November,Saturday,1,1,Diwali,28.1,Navalagund Circle,Supermarket,Perk,Wafer,5,15,4.25,13,55.25,Tourist,Gifting,UPI,4
SAL00185,2024-01-25,1,January,Thursday,0,1,Sankranti,27.9,Kuvempu Nagar,Petrol Bunk Shop,Bournville,Dark,180,0,180.0,9,1620.0,Homemaker,Office Treat,UPI,3
SAL00186,2024-10-02,10,October,Wednesday,0,1,Dasara,28.9,Kudligi Road,Bakery,5 Star,Caramel,20,5,19.0,9,171.0,Student,Self Reward,UPI,3
SAL00187,2024-06-18,6,June,Tuesday,0,0,None,35.6,Bellary Fort Area,Bakery,KitKat,Wafer,50,15,42.5,5,212.5,Working Professional,Regular Purchase,Cash,4
SAL00188,2024-02-07,2,February,Wednesday,0,0,None,27.8,Shivaji Nagar,Petrol Bunk Shop,Éclairs,Toffee,1,0,1.0,9,9.0,Business Owner,Gifting,UPI,5
SAL00189,2024-03-01,3,March,Friday,0,0,None,34.0,Bellary Fort Area,Supermarket,Amul Dark,Dark,55,5,52.25,14,731.5,Business Owner,Gifting,UPI,4
SAL00190,2024-07-02,7,July,Tuesday,0,0,None,30.2,Navalagund Circle,Medical + General,Temptation,Milk,120,0,120.0,5,600.0,Student,Office Treat,Card,3
SAL00191,2024-01-24,1,January,Wednesday,0,1,Sankranti,26.3,Kudligi Road,Petrol Bunk Shop,5 Star,Caramel,10,0,10.0,13,130.0,Homemaker,Self Reward,UPI,3
SAL00192,2024-04-27,4,April,Saturday,1,1,Ugadi,36.5,Kudligi Road,Sweet Shop,Éclairs,Toffee,10,5,9.5,14,133.0,Homemaker,Festival,UPI,5
SAL00193,2024-06-29,6,June,Saturday,1,0,None,33.7,Vijayanagar Colony,Medical + General,Temptation,Milk,80,20,64.0,3,192.0,Tourist,Office Treat,Cash,5
SAL00194,2024-12-08,12,December,Sunday,1,1,Christmas,23.2,Gandhi Nagar,Sweet Shop,5 Star,Caramel,40,0,40.0,7,280.0,Working Professional,Regular Purchase,Cash,4
SAL00195,2024-12-07,12,December,Saturday,1,1,Christmas,26.7,Bellary Fort Area,Petrol Bunk Shop,Temptation,Milk,80,10,72.0,10,720.0,Student,Self Reward,Card,4
SAL00196,2024-05-26,5,May,Sunday,1,0,None,38.1,Vijayanagar Colony,Petrol Bunk Shop,Bournville,Dark,50,0,50.0,4,200.0,Student,Regular Purchase,Cash,4
SAL00197,2024-06-30,6,June,Sunday,1,0,None,34.1,Ballari Camp,Kirana Store,Milkybar,White,20,0,20.0,5,100.0,Business Owner,Self Reward,Cash,4
SAL00198,2024-11-28,11,November,Thursday,0,1,Diwali,28.0,Cantonment,Sweet Shop,Bournville,Dark,100,15,85.0,7,595.0,Tourist,Birthday,UPI,2
SAL00199,2024-08-10,8,August,Saturday,1,1,Friendship Day,30.6,Navalagund Circle,Medical + General,KitKat,Wafer,50,0,50.0,24,1200.0,Student,Gifting,Cash,4
SAL00200,2024-05-23,5,May,Thursday,0,0,None,41.6,Shivaji Nagar,Petrol Bunk Shop,Dairy Milk,Milk,20,20,16.0,1,16.0,Homemaker,Regular Purchase,UPI,5
SAL00201,2024-06-02,6,June,Sunday,1,0,None,33.6,Kudligi Road,Medical + General,Bournville,Dark,180,20,144.0,7,1008.0,Tourist,Festival,Cash,4
SAL00202,2024-06-26,6,June,Wednesday,0,0,None,33.2,Ballari Camp,Supermarket,KitKat,Wafer,20,20,16.0,7,112.0,Tourist,Self Reward,Card,1
SAL00203,2024-05-19,5,May,Sunday,1,0,None,41.1,Bellary Fort Area,Sweet Shop,Munch,Wafer,10,0,10.0,5,50.0,Tourist,Birthday,Cash,3
SAL00204,2024-05-06,5,May,Monday,0,0,None,40.9,Cantonment,Bakery,5 Star,Caramel,20,0,20.0,3,60.0,Working Professional,Office Treat,Cash,2
SAL00205,2024-06-06,6,June,Thursday,0,0,None,34.8,Hospet Road,Kirana Store,5 Star,Caramel,10,0,10.0,6,60.0,Working Professional,Birthday,Cash,2
SAL00206,2024-10-10,10,October,Thursday,0,1,Dasara,27.4,Shivaji Nagar,Bakery,Bournville,Dark,50,15,42.5,11,467.5,Homemaker,Birthday,Cash,5
SAL00207,2024-05-04,5,May,Saturday,1,0,None,40.3,Santhepet,Petrol Bunk Shop,Bournville,Dark,50,0,50.0,5,250.0,Working Professional,Festival,Cash,3
SAL00208,2024-05-21,5,May,Tuesday,0,0,None,39.7,Bellary Fort Area,Kirana Store,Milkybar,White,20,5,19.0,2,38.0,Working Professional,Office Treat,Cash,3
SAL00209,2024-01-04,1,January,Thursday,0,1,Sankranti,27.8,Navalagund Circle,Medical + General,Bournville,Dark,100,0,100.0,12,1200.0,Business Owner,Festival,Card,4
SAL00210,2024-12-21,12,December,Saturday,1,1,Christmas,23.8,Navalagund Circle,Supermarket,Bournville,Dark,100,5,95.0,12,1140.0,Homemaker,Office Treat,Card,5
SAL00211,2024-07-20,7,July,Saturday,1,0,None,30.5,Shivaji Nagar,Supermarket,Amul Dark,Dark,55,5,52.25,7,365.75,Tourist,Regular Purchase,Card,5
SAL00212,2024-02-05,2,February,Monday,0,0,None,30.3,Ballari Camp,Petrol Bunk Shop,Temptation,Milk,80,20,64.0,10,640.0,Homemaker,Gifting,UPI,2
SAL00213,2024-11-02,11,November,Saturday,1,1,Diwali,26.9,Ballari Camp,Medical + General,Éclairs,Toffee,10,0,10.0,10,100.0,Business Owner,Self Reward,UPI,4
SAL00214,2024-06-30,6,June,Sunday,1,0,None,33.7,Shivaji Nagar,Kirana Store,Amul Dark,Dark,99,0,99.0,1,99.0,Homemaker,Birthday,UPI,4
SAL00215,2024-09-22,9,September,Sunday,1,1,Ganesh Chaturthi,30.2,Vijayanagar Colony,Medical + General,Munch,Wafer,10,0,10.0,15,150.0,Homemaker,Birthday,Cash,4
SAL00216,2024-05-31,5,May,Friday,0,0,None,39.7,Cantonment,Kirana Store,5 Star,Caramel,20,10,18.0,2,36.0,Homemaker,Festival,UPI,4
SAL00217,2024-02-19,2,February,Monday,0,0,None,28.8,Vijayanagar Colony,Sweet Shop,Milkybar,White,10,20,8.0,1,8.0,Homemaker,Regular Purchase,Card,4
SAL00218,2024-12-12,12,December,Thursday,0,1,Christmas,26.2,Vijayanagar Colony,Supermarket,Éclairs,Toffee,1,0,1.0,20,20.0,Tourist,Gifting,UPI,4
SAL00219,2024-04-05,4,April,Friday,0,1,Ugadi,37.6,Ballari Camp,Sweet Shop,Dairy Milk,Milk,20,15,17.0,6,102.0,Business Owner,Self Reward,UPI,3
SAL00220,2024-12-26,12,December,Thursday,0,1,Christmas,26.2,Cantonment,Medical + General,KitKat,Wafer,50,0,50.0,8,400.0,Working Professional,Festival,Card,4
SAL00221,2024-09-07,9,September,Saturday,1,1,Ganesh Chaturthi,30.1,Kuvempu Nagar,Bakery,Amul Dark,Dark,99,20,79.2,10,792.0,Tourist,Birthday,UPI,4
SAL00222,2024-12-10,12,December,Tuesday,0,1,Christmas,25.8,Hospet Road,Medical + General,Amul Dark,Dark,55,0,55.0,5,275.0,Working Professional,Festival,UPI,4
SAL00223,2024-03-13,3,March,Wednesday,0,0,None,33.0,Ballari Camp,Medical + General,5 Star,Caramel,40,15,34.0,4,136.0,Business Owner,Birthday,Cash,4
SAL00224,2024-11-26,11,November,Tuesday,0,1,Diwali,28.7,Santhepet,Medical + General,5 Star,Caramel,20,20,16.0,15,240.0,Homemaker,Gifting,Card,5
SAL00225,2024-09-05,9,September,Thursday,0,1,Ganesh Chaturthi,28.5,Ballari Camp,Medical + General,Éclairs,Toffee,10,5,9.5,11,104.5,Business Owner,Birthday,UPI,2
SAL00226,2024-01-16,1,January,Tuesday,0,1,Sankranti,27.2,Kudligi Road,Bakery,Dairy Milk,Milk,40,10,36.0,8,288.0,Working Professional,Self Reward,UPI,4
SAL00227,2024-02-27,2,February,Tuesday,0,0,None,29.3,Hospet Road,Medical + General,Milkybar,White,40,5,38.0,4,152.0,Student,Office Treat,Cash,5
SAL00228,2024-11-30,11,November,Saturday,1,1,Diwali,28.0,Hospet Road,Kirana Store,Temptation,Milk,120,0,120.0,13,1560.0,Homemaker,Regular Purchase,Cash,4
SAL00229,2024-12-29,12,December,Sunday,1,1,Christmas,25.4,Ballari Camp,Supermarket,Amul Dark,Dark,55,0,55.0,16,880.0,Working Professional,Gifting,Card,3
SAL00230,2024-05-16,5,May,Thursday,0,0,None,41.8,Jaganatha Pura,Petrol Bunk Shop,KitKat,Wafer,10,15,8.5,1,8.5,Business Owner,Regular Purchase,UPI,3
SAL00231,2024-12-30,12,December,Monday,0,1,Christmas,24.3,Kudligi Road,Petrol Bunk Shop,Bournville,Dark,100,5,95.0,12,1140.0,Working Professional,Self Reward,UPI,2
SAL00232,2024-02-17,2,February,Saturday,1,0,None,28.6,Vijayanagar Colony,Bakery,Milkybar,White,20,15,17.0,5,85.0,Business Owner,Festival,UPI,4
SAL00233,2024-12-23,12,December,Monday,0,1,Christmas,24.4,Cantonment,Medical + General,Bournville,Dark,50,0,50.0,17,850.0,Business Owner,Gifting,Cash,4
SAL00234,2024-10-16,10,October,Wednesday,0,1,Dasara,30.4,Navalagund Circle,Petrol Bunk Shop,Dairy Milk,Milk,10,20,8.0,7,56.0,Student,Office Treat,UPI,4
SAL00235,2024-01-01,1,January,Monday,0,1,Sankranti,28.0,Ballari Camp,Supermarket,5 Star,Caramel,40,0,40.0,14,560.0,Homemaker,Gifting,Card,4
SAL00236,2024-11-28,11,November,Thursday,0,1,Diwali,25.7,Ballari Camp,Petrol Bunk Shop,Perk,Wafer,20,0,20.0,7,140.0,Working Professional,Birthday,UPI,4
SAL00237,2024-03-08,3,March,Friday,0,0,None,33.4,Jaganatha Pura,Petrol Bunk Shop,Temptation,Milk,80,20,64.0,2,128.0,Student,Office Treat,UPI,4
SAL00238,2024-09-01,9,September,Sunday,1,1,Ganesh Chaturthi,28.3,Ballari Camp,Kirana Store,KitKat,Wafer,10,15,8.5,8,68.0,Homemaker,Festival,UPI,2
SAL00239,2024-10-15,10,October,Tuesday,0,1,Dasara,27.0,Kuvempu Nagar,Supermarket,Temptation,Milk,120,20,96.0,9,864.0,Working Professional,Office Treat,UPI,2
SAL00240,2024-02-21,2,February,Wednesday,0,0,None,27.6,Cantonment,Medical + General,Bournville,Dark,100,0,100.0,2,200.0,Business Owner,Festival,Cash,3
SAL00241,2024-11-03,11,November,Sunday,1,1,Diwali,27.4,Shivaji Nagar,Bakery,Dairy Milk,Milk,40,0,40.0,14,560.0,Working Professional,Self Reward,Cash,5
SAL00242,2024-05-02,5,May,Thursday,0,0,None,40.0,Cantonment,Supermarket,Temptation,Milk,80,0,80.0,2,160.0,Tourist,Regular Purchase,UPI,5
SAL00243,2024-10-18,10,October,Friday,0,1,Dasara,28.7,Jaganatha Pura,Petrol Bunk Shop,5 Star,Caramel,20,0,20.0,6,120.0,Student,Regular Purchase,UPI,1
SAL00244,2024-01-31,1,January,Wednesday,0,1,Sankranti,27.8,Ballari Camp,Medical + General,Perk,Wafer,20,0,20.0,13,260.0,Tourist,Birthday,Cash,4
SAL00245,2024-03-19,3,March,Tuesday,0,0,None,32.1,Hospet Road,Kirana Store,Éclairs,Toffee,1,10,0.9,5,4.5,Working Professional,Self Reward,Cash,3
SAL00246,2024-08-11,8,August,Sunday,1,1,Friendship Day,30.9,Kudligi Road,Kirana Store,Munch,Wafer,5,0,5.0,12,60.0,Business Owner,Regular Purchase,UPI,2
SAL00247,2024-12-28,12,December,Saturday,1,1,Christmas,23.5,Gandhi Nagar,Supermarket,Temptation,Milk,120,15,102.0,8,816.0,Tourist,Self Reward,Card,5
SAL00248,2024-03-01,3,March,Friday,0,0,None,34.1,Gandhi Nagar,Bakery,Bournville,Dark,100,5,95.0,2,190.0,Tourist,Regular Purchase,UPI,4
SAL00249,2024-01-29,1,January,Monday,0,1,Sankranti,26.0,Shivaji Nagar,Supermarket,Milkybar,White,10,0,10.0,11,110.0,Homemaker,Regular Purchase,Cash,1
SAL00250,2024-01-07,1,January,Sunday,1,1,Sankranti,25.0,Bellary Fort Area,Bakery,Bournville,Dark,50,0,50.0,18,900.0,Working Professional,Regular Purchase,Card,3
SAL00251,2024-06-12,6,June,Wednesday,0,0,None,34.1,Cantonment,Medical + General,Milkybar,White,10,0,10.0,1,10.0,Tourist,Office Treat,Cash,5
SAL00252,2024-07-24,7,July,Wednesday,0,0,None,29.3,Bellary Fort Area,Bakery,Perk,Wafer,10,0,10.0,5,50.0,Student,Self Reward,UPI,3
SAL00253,2024-06-04,6,June,Tuesday,0,0,None,36.0,Kudligi Road,Sweet Shop,Milkybar,White,40,0,40.0,11,440.0,Business Owner,Gifting,UPI,1
SAL00254,2024-10-04,10,October,Friday,0,1,Dasara,28.4,Vijayanagar Colony,Kirana Store,Milkybar,White,10,10,9.0,5,45.0,Business Owner,Office Treat,UPI,4
SAL00255,2024-01-31,1,January,Wednesday,0,1,Sankranti,27.9,Santhepet,Petrol Bunk Shop,Perk,Wafer,5,15,4.25,22,93.5,Student,Gifting,Cash,4
SAL00256,2024-09-15,9,September,Sunday,1,1,Ganesh Chaturthi,28.5,Ballari Camp,Kirana Store,Amul Dark,Dark,55,20,44.0,8,352.0,Business Owner,Office Treat,Card,5
SAL00257,2024-07-20,7,July,Saturday,1,0,None,31.8,Vijayanagar Colony,Bakery,Milkybar,White,20,0,20.0,6,120.0,Homemaker,Gifting,Cash,3
SAL00258,2024-08-26,8,August,Monday,0,1,Friendship Day,29.3,Cantonment,Medical + General,Milkybar,White,10,0,10.0,7,70.0,Business Owner,Festival,UPI,5
SAL00259,2024-06-04,6,June,Tuesday,0,0,None,36.3,Vijayanagar Colony,Medical + General,Dairy Milk,Milk,20,5,19.0,8,152.0,Homemaker,Gifting,Cash,1
SAL00260,2024-06-02,6,June,Sunday,1,0,None,34.0,Santhepet,Kirana Store,Bournville,Dark,100,5,95.0,5,475.0,Tourist,Office Treat,Cash,5
SAL00261,2024-03-12,3,March,Tuesday,0,0,None,31.5,Gandhi Nagar,Supermarket,5 Star,Caramel,10,20,8.0,2,16.0,Business Owner,Festival,Cash,1
SAL00262,2024-02-03,2,February,Saturday,1,0,None,27.8,Kuvempu Nagar,Sweet Shop,5 Star,Caramel,10,0,10.0,2,20.0,Homemaker,Regular Purchase,Cash,4
SAL00263,2024-07-21,7,July,Sunday,1,0,None,31.0,Ballari Camp,Petrol Bunk Shop,Bournville,Dark,50,0,50.0,13,650.0,Homemaker,Gifting,Cash,4
SAL00264,2024-11-11,11,November,Monday,0,1,Diwali,26.0,Hospet Road,Sweet Shop,Bournville,Dark,180,0,180.0,7,1260.0,Business Owner,Regular Purchase,UPI,3
SAL00265,2024-09-26,9,September,Thursday,0,1,Ganesh Chaturthi,29.0,Jaganatha Pura,Kirana Store,Bournville,Dark,180,0,180.0,15,2700.0,Homemaker,Birthday,Cash,4
SAL00266,2024-07-17,7,July,Wednesday,0,0,None,30.1,Gandhi Nagar,Bakery,Amul Dark,Dark,55,10,49.5,3,148.5,Student,Festival,Card,5
SAL00267,2024-04-29,4,April,Monday,0,1,Ugadi,38.9,Cantonment,Supermarket,Munch,Wafer,10,10,9.0,7,63.0,Tourist,Office Treat,UPI,4
SAL00268,2024-03-29,3,March,Friday,0,0,None,31.7,Shivaji Nagar,Bakery,Milkybar,White,40,10,36.0,3,108.0,Student,Office Treat,UPI,5
SAL00269,2024-09-09,9,September,Monday,0,1,Ganesh Chaturthi,30.2,Santhepet,Sweet Shop,Dairy Milk,Milk,10,0,10.0,15,150.0,Student,Gifting,Card,5
SAL00270,2024-04-13,4,April,Saturday,1,1,Ugadi,38.2,Navalagund Circle,Petrol Bunk Shop,5 Star,Caramel,20,20,16.0,9,144.0,Student,Regular Purchase,Cash,5
SAL00271,2024-07-05,7,July,Friday,0,0,None,32.8,Navalagund Circle,Petrol Bunk Shop,Bournville,Dark,180,0,180.0,4,720.0,Student,Festival,UPI,5
SAL00272,2024-08-11,8,August,Sunday,1,1,Friendship Day,31.2,Bellary Fort Area,Petrol Bunk Shop,Milkybar,White,10,15,8.5,15,127.5,Tourist,Office Treat,Cash,5
SAL00273,2024-07-12,7,July,Friday,0,0,None,30.2,Vijayanagar Colony,Bakery,5 Star,Caramel,10,20,8.0,9,72.0,Student,Office Treat,Cash,1
SAL00274,2024-11-04,11,November,Monday,0,1,Diwali,26.3,Shivaji Nagar,Supermarket,Amul Dark,Dark,55,0,55.0,14,770.0,Business Owner,Gifting,Card,3
SAL00275,2024-02-15,2,February,Thursday,0,0,None,30.3,Kuvempu Nagar,Petrol Bunk Shop,Milkybar,White,20,15,17.0,2,34.0,Student,Festival,Cash,4
SAL00276,2024-02-25,2,February,Sunday,1,0,None,29.9,Gandhi Nagar,Sweet Shop,Temptation,Milk,120,10,108.0,7,756.0,Working Professional,Birthday,UPI,2
SAL00277,2024-09-02,9,September,Monday,0,1,Ganesh Chaturthi,31.2,Shivaji Nagar,Petrol Bunk Shop,Munch,Wafer,5,0,5.0,4,20.0,Business Owner,Regular Purchase,Card,5
SAL00278,2024-02-07,2,February,Wednesday,0,0,None,28.4,Ballari Camp,Supermarket,KitKat,Wafer,50,15,42.5,7,297.5,Student,Festival,Cash,4
SAL00279,2024-11-30,11,November,Saturday,1,1,Diwali,25.7,Ballari Camp,Supermarket,Dairy Milk,Milk,10,0,10.0,18,180.0,Homemaker,Gifting,UPI,2
SAL00280,2024-07-20,7,July,Saturday,1,0,None,31.3,Bellary Fort Area,Supermarket,Dairy Milk,Milk,40,0,40.0,5,200.0,Student,Birthday,Cash,1
SAL00281,2024-03-28,3,March,Thursday,0,0,None,33.6,Cantonment,Sweet Shop,KitKat,Wafer,20,0,20.0,5,100.0,Business Owner,Birthday,Cash,4
SAL00282,2024-07-08,7,July,Monday,0,0,None,32.5,Navalagund Circle,Supermarket,Temptation,Milk,80,0,80.0,5,400.0,Homemaker,Birthday,Card,4
SAL00283,2024-03-18,3,March,Monday,0,0,None,34.0,Kuvempu Nagar,Kirana Store,KitKat,Wafer,50,10,45.0,4,180.0,Homemaker,Self Reward,Cash,5
SAL00284,2024-09-24,9,September,Tuesday,0,1,Ganesh Chaturthi,29.7,Jaganatha Pura,Petrol Bunk Shop,Temptation,Milk,80,10,72.0,5,360.0,Business Owner,Festival,Cash,5
SAL00285,2024-10-19,10,October,Saturday,1,1,Dasara,29.7,Shivaji Nagar,Supermarket,KitKat,Wafer,20,5,19.0,15,285.0,Working Professional,Gifting,Cash,5
SAL00286,2024-08-10,8,August,Saturday,1,1,Friendship Day,28.8,Kuvempu Nagar,Supermarket,Amul Dark,Dark,99,10,89.1,7,623.7,Homemaker,Office Treat,Card,5
SAL00287,2024-09-23,9,September,Monday,0,1,Ganesh Chaturthi,29.8,Gandhi Nagar,Petrol Bunk Shop,Amul Dark,Dark,99,0,99.0,4,396.0,Student,Birthday,Cash,5
SAL00288,2024-05-26,5,May,Sunday,1,0,None,41.5,Navalagund Circle,Sweet Shop,Perk,Wafer,10,0,10.0,4,40.0,Business Owner,Self Reward,Card,4
SAL00289,2024-11-12,11,November,Tuesday,0,1,Diwali,27.4,Vijayanagar Colony,Sweet Shop,Dairy Milk,Milk,80,0,80.0,6,480.0,Homemaker,Office Treat,Card,1
SAL00290,2024-06-04,6,June,Tuesday,0,0,None,34.2,Bellary Fort Area,Petrol Bunk Shop,KitKat,Wafer,10,0,10.0,5,50.0,Working Professional,Festival,UPI,4
SAL00291,2024-02-15,2,February,Thursday,0,0,None,27.8,Kudligi Road,Sweet Shop,Temptation,Milk,120,0,120.0,1,120.0,Student,Self Reward,Cash,4
SAL00292,2024-09-25,9,September,Wednesday,0,1,Ganesh Chaturthi,31.5,Gandhi Nagar,Supermarket,Munch,Wafer,5,15,4.25,12,51.0,Student,Gifting,UPI,3
SAL00293,2024-08-25,8,August,Sunday,1,1,Friendship Day,30.0,Kuvempu Nagar,Kirana Store,Dairy Milk,Milk,20,10,18.0,13,234.0,Homemaker,Birthday,Cash,4
SAL00294,2024-03-24,3,March,Sunday,1,0,None,34.4,Hospet Road,Petrol Bunk Shop,KitKat,Wafer,20,20,16.0,2,32.0,Student,Birthday,UPI,4
SAL00295,2024-12-12,12,December,Thursday,0,1,Christmas,23.8,Kuvempu Nagar,Sweet Shop,Éclairs,Toffee,1,10,0.9,11,9.9,Student,Birthday,Cash,3
SAL00296,2024-11-07,11,November,Thursday,0,1,Diwali,28.2,Hospet Road,Petrol Bunk Shop,Perk,Wafer,10,5,9.5,8,76.0,Business Owner,Festival,Card,4
SAL00297,2024-11-15,11,November,Friday,0,1,Diwali,26.6,Cantonment,Kirana Store,Éclairs,Toffee,10,0,10.0,12,120.0,Homemaker,Self Reward,Cash,4
SAL00298,2024-06-21,6,June,Friday,0,0,None,37.0,Kuvempu Nagar,Bakery,Perk,Wafer,10,20,8.0,6,48.0,Homemaker,Gifting,Cash,4
SAL00299,2024-06-12,6,June,Wednesday,0,0,None,35.7,Vijayanagar Colony,Kirana Store,Temptation,Milk,120,15,102.0,6,612.0,Homemaker,Birthday,Cash,4
SAL00300,2024-10-19,10,October,Saturday,1,1,Dasara,30.3,Navalagund Circle,Petrol Bunk Shop,Munch,Wafer,20,20,16.0,14,224.0,Tourist,Office Treat,UPI,5
SAL00301,2024-10-12,10,October,Saturday,1,1,Dasara,27.7,Cantonment,Sweet Shop,5 Star,Caramel,40,15,34.0,15,510.0,Homemaker,Office Treat,Cash,3
